WeekEnding,HB,HBQF,AgeGroup,AgeGroupQF,Sex,SexQF,AdmissionType,AdmissionTypeQF,NumberAdmissions,Average20182019,PercentVariation
20210718,S08000032,,85 and over,,All,d,Planned,,8,7,14.3
20210718,S08000032,,All ages,d,All,d,Planned,,203,232.5,-12.7
20210718,S08000032,,All ages,d,Female,,Planned,,109,90.5,20.4
20210718,S08000032,,All ages,d,Male,,Planned,,94,95,-1.1
20210718,S92000003,d,Under 5,,All,d,Planned,,254,248.5,2.2
20210718,S92000003,d,5 - 14,,All,d,Planned,,122,118.5,3
20210718,S92000003,d,15 - 44,,All,d,Planned,,393,594,-33.8
20210718,S92000003,d,45 - 64,,All,d,Planned,,736,958.5,-23.2
20210718,S92000003,d,65 - 74,,All,d,Planned,,478,676,-29.3
20210718,S92000003,d,75 - 84,,All,d,Planned,,404,536.5,-24.7
20210718,S92000003,d,85 and over,,All,d,Planned,,183,235.5,-22.3
20210718,S92000003,d,All ages,d,All,d,Planned,,2570,3367.5,-23.7
20210718,S92000003,d,All ages,d,Female,,Planned,,1295,1666,-22.3
20210718,S92000003,d,All ages,d,Male,,Planned,,1269,1622.5,-21.8
20210725,S08000015,,15 - 44,,All,d,Planned,,5,10,-50
20210725,S08000015,,45 - 64,,All,d,Planned,,14,28,-50
20210725,S08000015,,65 - 74,,All,d,Planned,,9,22,-59.1
20210725,S08000015,,75 - 84,,All,d,Planned,,6,18.5,-67.6
20210725,S08000015,,All ages,d,All,d,Planned,,40,87.5,-54.3
20210725,S08000015,,All ages,d,Female,,Planned,,16,46.5,-65.6
20210725,S08000015,,All ages,d,Male,,Planned,,23,40,-42.5
20210725,S08000016,,45 - 64,,All,d,Planned,,8,7,14.3
20210725,S08000016,,65 - 74,,All,d,Planned,,7,10.5,-33.3
20210725,S08000016,,75 - 84,,All,d,Planned,,11,12.5,-12
20210725,S08000016,,85 and over,,All,d,Planned,,9,7,28.6
20210725,S08000016,,All ages,d,All,d,Planned,,36,42.5,-15.3
20210725,S08000016,,All ages,d,Female,,Planned,,16,19.5,-17.9
20210725,S08000016,,All ages,d,Male,,Planned,,20,23,-13
20210725,S08000017,,Under 5,,All,d,Planned,,6,5,20
20210725,S08000017,,15 - 44,,All,d,Planned,,5,5,0
20210725,S08000017,,45 - 64,,All,d,Planned,,11,19.5,-43.6
20210725,S08000017,,65 - 74,,All,d,Planned,,15,15.5,-3.2
20210725,S08000017,,75 - 84,,All,d,Planned,,14,21.5,-34.9
20210725,S08000017,,85 and over,,All,d,Planned,,16,12.5,28
20210725,S08000017,,All ages,d,All,d,Planned,,69,81.5,-15.3
20210725,S08000017,,All ages,d,Female,,Planned,,30,37,-18.9
20210725,S08000017,,All ages,d,Male,,Planned,,39,43,-9.3
20210725,S08000019,,Under 5,,All,d,Planned,,18,4.5,300
20210725,S08000019,,5 - 14,,All,d,Planned,,5,5,0
20210725,S08000019,,15 - 44,,All,d,Planned,,25,27,-7.4
20210725,S08000019,,45 - 64,,All,d,Planned,,31,38.5,-19.5
20210725,S08000019,,65 - 74,,All,d,Planned,,30,26.5,13.2
20210725,S08000019,,75 - 84,,All,d,Planned,,20,35.5,-43.7
20210725,S08000019,,85 and over,,All,d,Planned,,6,19,-68.4
20210725,S08000019,,All ages,d,All,d,Planned,,135,156,-13.5
20210725,S08000019,,All ages,d,Female,,Planned,,68,77.5,-12.3
20210725,S08000019,,All ages,d,Male,,Planned,,67,78,-14.1
20210725,S08000020,,Under 5,,All,d,Planned,,5,13.5,-63
20210725,S08000020,,15 - 44,,All,d,Planned,,36,48,-25
20210725,S08000020,,45 - 64,,All,d,Planned,,52,90.5,-42.5
20210725,S08000020,,65 - 74,,All,d,Planned,,58,83,-30.1
20210725,S08000020,,75 - 84,,All,d,Planned,,27,66,-59.1
20210725,S08000020,,85 and over,,All,d,Planned,,8,26.5,-69.8
20210725,S08000020,,All ages,d,All,d,Planned,,189,338,-44.1
20210725,S08000020,,All ages,d,Female,,Planned,,89,172,-48.3
20210725,S08000020,,All ages,d,Male,,Planned,,99,165,-40
20210725,S08000022,,15 - 44,,All,d,Planned,,9,21.5,-58.1
20210725,S08000022,,45 - 64,,All,d,Planned,,32,43,-25.6
20210725,S08000022,,65 - 74,,All,d,Planned,,24,42.5,-43.5
20210725,S08000022,,75 - 84,,All,d,Planned,,32,34.5,-7.2
20210725,S08000022,,85 and over,,All,d,Planned,,17,12.5,36
20210725,S08000022,,All ages,d,All,d,Planned,,120,168.5,-28.8
20210725,S08000022,,All ages,d,Female,,Planned,,70,83.5,-16.2
20210725,S08000022,,All ages,d,Male,,Planned,,49,82.5,-40.6
20210725,S08000024,,Under 5,,All,d,Planned,,24,17.5,37.1
20210725,S08000024,,5 - 14,,All,d,Planned,,23,26,-11.5
20210725,S08000024,,15 - 44,,All,d,Planned,,62,118.5,-47.7
20210725,S08000024,,45 - 64,,All,d,Planned,,128,176.5,-27.5
20210725,S08000024,,65 - 74,,All,d,Planned,,94,107,-12.1
20210725,S08000024,,75 - 84,,All,d,Planned,,57,72.5,-21.4
20210725,S08000024,,85 and over,,All,d,Planned,,16,26,-38.5
20210725,S08000024,,All ages,d,All,d,Planned,,404,544,-25.7
20210725,S08000024,,All ages,d,Female,,Planned,,207,267,-22.5
20210725,S08000024,,All ages,d,Male,,Planned,,193,276,-30.1
20210725,S08000028,,45 - 64,,All,d,Planned,,5,3,66.7
20210725,S08000028,,All ages,d,All,d,Planned,,14,15,-6.7
20210725,S08000028,,All ages,d,Female,,Planned,,5,8,-37.5
20210725,S08000028,,All ages,d,Male,,Planned,,9,7,28.6
20210725,S08000029,,5 - 14,,All,d,Planned,,5,3.5,42.9
20210725,S08000029,,15 - 44,,All,d,Planned,,18,19.5,-7.7
20210725,S08000029,,45 - 64,,All,d,Planned,,26,38,-31.6
20210725,S08000029,,65 - 74,,All,d,Planned,,24,29.5,-18.6
20210725,S08000029,,75 - 84,,All,d,Planned,,13,21,-38.1
20210725,S08000029,,85 and over,,All,d,Planned,,10,7.5,33.3
20210725,S08000029,,All ages,d,All,d,Planned,,96,126.5,-24.1
20210725,S08000029,,All ages,d,Female,,Planned,,51,59.5,-14.3
20210725,S08000029,,All ages,d,Male,,Planned,,45,64,-29.7
20210725,S08000030,,5 - 14,,All,d,Planned,,12,20.5,-41.5
20210725,S08000030,,15 - 44,,All,d,Planned,,22,38.5,-42.9
20210725,S08000030,,45 - 64,,All,d,Planned,,54,70.5,-23.4
20210725,S08000030,,65 - 74,,All,d,Planned,,46,56,-17.9
20210725,S08000030,,75 - 84,,All,d,Planned,,38,37.5,1.3
20210725,S08000030,,85 and over,,All,d,Planned,,8,12,-33.3
20210725,S08000030,,All ages,d,All,d,Planned,,183,245,-25.3
20210725,S08000030,,All ages,d,Female,,Planned,,96,109,-11.9
20210725,S08000030,,All ages,d,Male,,Planned,,87,136,-36
20210725,S08000031,,Under 5,,All,d,Planned,,65,84.5,-23.1
20210725,S08000031,,5 - 14,,All,d,Planned,,41,64,-35.9
20210725,S08000031,,15 - 44,,All,d,Planned,,186,219,-15.1
20210725,S08000031,,45 - 64,,All,d,Planned,,288,359.5,-19.9
20210725,S08000031,,65 - 74,,All,d,Planned,,148,226.5,-34.7
20210725,S08000031,,75 - 84,,All,d,Planned,,117,164.5,-28.9
20210725,S08000031,,85 and over,,All,d,Planned,,72,89,-19.1
20210725,S08000031,,All ages,d,All,d,Planned,,917,1207,-24
20210725,S08000031,,All ages,d,Female,,Planned,,471,604.5,-22.1
20210725,S08000031,,All ages,d,Male,,Planned,,440,597,-26.3
20210725,S08000032,,Under 5,,All,d,Planned,,90,90,0
20210725,S08000032,,15 - 44,,All,d,Planned,,21,21.5,-2.3
20210725,S08000032,,45 - 64,,All,d,Planned,,28,46.5,-39.8
20210725,S08000032,,65 - 74,,All,d,Planned,,24,20.5,17.1
20210725,S08000032,,75 - 84,,All,d,Planned,,19,24,-20.8
20210725,S08000032,,All ages,d,All,d,Planned,,187,214.5,-12.8
20210725,S08000032,,All ages,d,Female,,Planned,,100,95,5.3
20210725,S08000032,,All ages,d,Male,,Planned,,87,104,-16.3
20210725,S92000003,d,Under 5,,All,d,Planned,,219,245.5,-10.8
20210725,S92000003,d,5 - 14,,All,d,Planned,,95,147,-35.4
20210725,S92000003,d,15 - 44,,All,d,Planned,,391,536.5,-27.1
20210725,S92000003,d,45 - 64,,All,d,Planned,,678,927,-26.9
20210725,S92000003,d,65 - 74,,All,d,Planned,,481,646,-25.5
20210725,S92000003,d,75 - 84,,All,d,Planned,,358,516,-30.6
20210725,S92000003,d,85 and over,,All,d,Planned,,172,224,-23.2
20210725,S92000003,d,All ages,d,All,d,Planned,,2394,3242,-26.2
20210725,S92000003,d,All ages,d,Female,,Planned,,1221,1587.5,-23.1
20210725,S92000003,d,All ages,d,Male,,Planned,,1160,1623,-28.5
20210801,S08000015,,Under 5,,All,d,Planned,,5,7.5,-33.3
20210801,S08000015,,45 - 64,,All,d,Planned,,17,18,-5.6
20210801,S08000015,,65 - 74,,All,d,Planned,,20,22.5,-11.1
20210801,S08000015,,75 - 84,,All,d,Planned,,7,17.5,-60
20210801,S08000015,,All ages,d,All,d,Planned,,56,83.5,-32.9
20210801,S08000015,,All ages,d,Female,,Planned,,28,40,-30
20210801,S08000015,,All ages,d,Male,,Planned,,28,40.5,-30.9
20210801,S08000016,,65 - 74,,All,d,Planned,,6,13,-53.8
20210801,S08000016,,75 - 84,,All,d,Planned,,8,16,-50
20210801,S08000016,,85 and over,,All,d,Planned,,6,7.5,-20
20210801,S08000016,,All ages,d,All,d,Planned,,25,48.5,-48.5
20210801,S08000016,,All ages,d,Female,,Planned,,13,26,-50
20210801,S08000016,,All ages,d,Male,,Planned,,12,22.5,-46.7
20210801,S08000017,,45 - 64,,All,d,Planned,,17,17,0
20210801,S08000017,,65 - 74,,All,d,Planned,,14,20.5,-31.7
20210801,S08000017,,75 - 84,,All,d,Planned,,14,22.5,-37.8
20210801,S08000017,,85 and over,,All,d,Planned,,7,11,-36.4
20210801,S08000017,,All ages,d,All,d,Planned,,56,82.5,-32.1
20210801,S08000017,,All ages,d,Female,,Planned,,25,37.5,-33.3
20210801,S08000017,,All ages,d,Male,,Planned,,31,45,-31.1
20210801,S08000019,,Under 5,,All,d,Planned,,16,6.5,146.2
20210801,S08000019,,5 - 14,,All,d,Planned,,6,11,-45.5
20210801,S08000019,,15 - 44,,All,d,Planned,,26,26.5,-1.9
20210801,S08000019,,45 - 64,,All,d,Planned,,32,42.5,-24.7
20210801,S08000019,,65 - 74,,All,d,Planned,,27,27,0
20210801,S08000019,,75 - 84,,All,d,Planned,,23,47,-51.1
20210801,S08000019,,85 and over,,All,d,Planned,,18,27.5,-34.5
20210801,S08000019,,All ages,d,All,d,Planned,,148,188,-21.3
20210801,S08000019,,All ages,d,Female,,Planned,,89,95,-6.3
20210801,S08000019,,All ages,d,Male,,Planned,,59,92,-35.9
20210801,S08000020,,Under 5,,All,d,Planned,,13,10.5,23.8
20210801,S08000020,,5 - 14,,All,d,Planned,,15,14.5,3.4
20210801,S08000020,,15 - 44,,All,d,Planned,,27,41.5,-34.9
20210801,S08000020,,45 - 64,,All,d,Planned,,68,77,-11.7
20210801,S08000020,,65 - 74,,All,d,Planned,,60,84.5,-29
20210801,S08000020,,75 - 84,,All,d,Planned,,26,71.5,-63.6
20210801,S08000020,,85 and over,,All,d,Planned,,11,34.5,-68.1
20210801,S08000020,,All ages,d,All,d,Planned,,220,334,-34.1
20210801,S08000020,,All ages,d,Female,,Planned,,110,161,-31.7
20210801,S08000020,,All ages,d,Male,,Planned,,110,170.5,-35.5
20210801,S08000022,,15 - 44,,All,d,Planned,,11,26.5,-58.5
20210801,S08000022,,45 - 64,,All,d,Planned,,30,47.5,-36.8
20210801,S08000022,,65 - 74,,All,d,Planned,,22,47,-53.2
20210801,S08000022,,75 - 84,,All,d,Planned,,23,40,-42.5
20210801,S08000022,,85 and over,,All,d,Planned,,21,18.5,13.5
20210801,S08000022,,All ages,d,All,d,Planned,,111,194,-42.8
20210801,S08000022,,All ages,d,Female,,Planned,,50,103.5,-51.7
20210801,S08000022,,All ages,d,Male,,Planned,,60,83.5,-28.1
20210801,S08000024,,Under 5,,All,d,Planned,,16,31.5,-49.2
20210801,S08000024,,5 - 14,,All,d,Planned,,28,29,-3.4
20210801,S08000024,,15 - 44,,All,d,Planned,,67,106.5,-37.1
20210801,S08000024,,45 - 64,,All,d,Planned,,144,173.5,-17
20210801,S08000024,,65 - 74,,All,d,Planned,,93,123,-24.4
20210801,S08000024,,75 - 84,,All,d,Planned,,58,74.5,-22.1
20210801,S08000024,,85 and over,,All,d,Planned,,25,21,19
20210801,S08000024,,All ages,d,All,d,Planned,,431,559,-22.9
20210801,S08000024,,All ages,d,Female,,Planned,,205,278.5,-26.4
20210801,S08000024,,All ages,d,Male,,Planned,,225,279,-19.4
20210801,S08000025,,All ages,d,All,d,Planned,,9,5,80
20210801,S08000025,,All ages,d,Male,,Planned,,5,3,66.7
20210801,S08000028,,45 - 64,,All,d,Planned,,5,6.5,-23.1
20210801,S08000028,,75 - 84,,All,d,Planned,,7,5,40
20210801,S08000028,,All ages,d,All,d,Planned,,20,18,11.1
20210801,S08000028,,All ages,d,Female,,Planned,,9,7.5,20
20210801,S08000028,,All ages,d,Male,,Planned,,11,10.5,4.8
20210801,S08000029,,15 - 44,,All,d,Planned,,15,16,-6.2
20210801,S08000029,,45 - 64,,All,d,Planned,,19,38,-50
20210801,S08000029,,65 - 74,,All,d,Planned,,26,21.5,20.9
20210801,S08000029,,75 - 84,,All,d,Planned,,20,32.5,-38.5
20210801,S08000029,,All ages,d,All,d,Planned,,88,131,-32.8
20210801,S08000029,,All ages,d,Female,,Planned,,44,65,-32.3
20210801,S08000029,,All ages,d,Male,,Planned,,44,63,-30.2
20210801,S08000030,,Under 5,,All,d,Planned,,6,5.5,9.1
20210801,S08000030,,5 - 14,,All,d,Planned,,16,14.5,10.3
20210801,S08000030,,15 - 44,,All,d,Planned,,23,34,-32.4
20210801,S08000030,,45 - 64,,All,d,Planned,,58,64.5,-10.1
20210801,S08000030,,65 - 74,,All,d,Planned,,25,39.5,-36.7
20210801,S08000030,,75 - 84,,All,d,Planned,,40,35,14.3
20210801,S08000030,,85 and over,,All,d,Planned,,11,8,37.5
20210801,S08000030,,All ages,d,All,d,Planned,,179,201,-10.9
20210801,S08000030,,All ages,d,Female,,Planned,,84,103,-18.4
20210801,S08000030,,All ages,d,Male,,Planned,,95,98,-3.1
20210801,S08000031,,Under 5,,All,d,Planned,,71,86.5,-17.9
20210801,S08000031,,5 - 14,,All,d,Planned,,55,73.5,-25.2
20210801,S08000031,,15 - 44,,All,d,Planned,,194,261.5,-25.8
20210801,S08000031,,45 - 64,,All,d,Planned,,307,373,-17.7
20210801,S08000031,,65 - 74,,All,d,Planned,,209,221.5,-5.6
20210801,S08000031,,75 - 84,,All,d,Planned,,144,182.5,-21.1
20210801,S08000031,,85 and over,,All,d,Planned,,60,88,-31.8
20210801,S08000031,,All ages,d,All,d,Planned,,1040,1286.5,-19.2
20210801,S08000031,,All ages,d,Female,,Planned,,518,649.5,-20.2
20210801,S08000031,,All ages,d,Male,,Planned,,517,620.5,-16.7
20210801,S08000032,,Under 5,,All,d,Planned,,97,81,19.8
20210801,S08000032,,15 - 44,,All,d,Planned,,8,21,-61.9
20210801,S08000032,,45 - 64,,All,d,Planned,,17,61,-72.1
20210801,S08000032,,65 - 74,,All,d,Planned,,8,28,-71.4
20210801,S08000032,,75 - 84,,All,d,Planned,,13,27,-51.9
20210801,S08000032,,85 and over,,All,d,Planned,,9,7.5,20
20210801,S08000032,,All ages,d,All,d,Planned,,154,232,-33.6
20210801,S08000032,,All ages,d,Female,,Planned,,79,92,-14.1
20210801,S08000032,,All ages,d,Male,,Planned,,61,101.5,-39.9
20210801,S92000003,d,Under 5,,All,d,Planned,,232,254,-8.7
20210801,S92000003,d,5 - 14,,All,d,Planned,,129,161.5,-20.1
20210801,S92000003,d,15 - 44,,All,d,Planned,,382,555.5,-31.2
20210801,S92000003,d,45 - 64,,All,d,Planned,,723,931.5,-22.4
20210801,S92000003,d,65 - 74,,All,d,Planned,,516,654.5,-21.2
20210801,S92000003,d,75 - 84,,All,d,Planned,,385,574,-32.9
20210801,S92000003,d,85 and over,,All,d,Planned,,173,238.5,-27.5
20210801,S92000003,d,All ages,d,All,d,Planned,,2540,3369.5,-24.6
20210801,S92000003,d,All ages,d,Female,,Planned,,1259,1664,-24.3
20210801,S92000003,d,All ages,d,Male,,Planned,,1260,1632.5,-22.8
20210808,S08000015,,45 - 64,,All,d,Planned,,10,23.5,-57.4
20210808,S08000015,,65 - 74,,All,d,Planned,,8,26.5,-69.8
20210808,S08000015,,75 - 84,,All,d,Planned,,10,13.5,-25.9
20210808,S08000015,,All ages,d,All,d,Planned,,36,86,-58.1
20210808,S08000015,,All ages,d,Female,,Planned,,18,40.5,-55.6
20210808,S08000015,,All ages,d,Male,,Planned,,18,42.5,-57.6
20210808,S08000016,,45 - 64,,All,d,Planned,,6,7.5,-20
20210808,S08000016,,65 - 74,,All,d,Planned,,10,12.5,-20
20210808,S08000016,,75 - 84,,All,d,Planned,,7,10.5,-33.3
20210808,S08000016,,All ages,d,All,d,Planned,,28,42.5,-34.1
20210808,S08000016,,All ages,d,Female,,Planned,,14,22.5,-37.8
20210808,S08000016,,All ages,d,Male,,Planned,,14,19.5,-28.2
20210808,S08000017,,15 - 44,,All,d,Planned,,5,3.5,42.9
20210808,S08000017,,45 - 64,,All,d,Planned,,8,9,-11.1
20210808,S08000017,,65 - 74,,All,d,Planned,,7,23.5,-70.2
20210808,S08000017,,75 - 84,,All,d,Planned,,11,24.5,-55.1
20210808,S08000017,,85 and over,,All,d,Planned,,6,9,-33.3
20210808,S08000017,,All ages,d,All,d,Planned,,41,80.5,-49.1
20210808,S08000017,,All ages,d,Female,,Planned,,18,36,-50
20210808,S08000017,,All ages,d,Male,,Planned,,23,40.5,-43.2
20210808,S08000019,,Under 5,,All,d,Planned,,20,8.5,135.3
20210808,S08000019,,5 - 14,,All,d,Planned,,8,5.5,45.5
20210808,S08000019,,15 - 44,,All,d,Planned,,20,26.5,-24.5
20210808,S08000019,,45 - 64,,All,d,Planned,,32,34,-5.9
20210808,S08000019,,65 - 74,,All,d,Planned,,16,34.5,-53.6
20210808,S08000019,,75 - 84,,All,d,Planned,,20,34,-41.2
20210808,S08000019,,All ages,d,All,d,Planned,,120,162.5,-26.2
20210808,S08000019,,All ages,d,Female,,Planned,,66,88,-25
20210808,S08000019,,All ages,d,Male,,Planned,,54,74,-27
20210808,S08000020,,5 - 14,,All,d,Planned,,6,15,-60
20210808,S08000020,,15 - 44,,All,d,Planned,,21,51.5,-59.2
20210808,S08000020,,45 - 64,,All,d,Planned,,59,107.5,-45.1
20210808,S08000020,,65 - 74,,All,d,Planned,,47,79,-40.5
20210808,S08000020,,75 - 84,,All,d,Planned,,30,66.5,-54.9
20210808,S08000020,,85 and over,,All,d,Planned,,15,19,-21.1
20210808,S08000020,,All ages,d,All,d,Planned,,181,348.5,-48.1
20210808,S08000020,,All ages,d,Female,,Planned,,97,167,-41.9
20210808,S08000020,,All ages,d,Male,,Planned,,83,181,-54.1
20210808,S08000022,,5 - 14,,All,d,Planned,,5,8,-37.5
20210808,S08000022,,15 - 44,,All,d,Planned,,11,19,-42.1
20210808,S08000022,,45 - 64,,All,d,Planned,,33,41,-19.5
20210808,S08000022,,65 - 74,,All,d,Planned,,26,49,-46.9
20210808,S08000022,,75 - 84,,All,d,Planned,,29,34.5,-15.9
20210808,S08000022,,85 and over,,All,d,Planned,,15,13,15.4
20210808,S08000022,,All ages,d,All,d,Planned,,122,170,-28.2
20210808,S08000022,,All ages,d,Female,,Planned,,62,86,-27.9
20210808,S08000022,,All ages,d,Male,,Planned,,57,79,-27.8
20210808,S08000024,,Under 5,,All,d,Planned,,18,20.5,-12.2
20210808,S08000024,,5 - 14,,All,d,Planned,,25,35.5,-29.6
20210808,S08000024,,15 - 44,,All,d,Planned,,82,102.5,-20
20210808,S08000024,,45 - 64,,All,d,Planned,,143,178,-19.7
20210808,S08000024,,65 - 74,,All,d,Planned,,74,111.5,-33.6
20210808,S08000024,,75 - 84,,All,d,Planned,,68,79,-13.9
20210808,S08000024,,85 and over,,All,d,Planned,,11,14.5,-24.1
20210808,S08000024,,All ages,d,All,d,Planned,,421,541.5,-22.3
20210808,S08000024,,All ages,d,Female,,Planned,,214,277.5,-22.9
20210808,S08000024,,All ages,d,Male,,Planned,,207,262,-21
20210808,S08000028,,65 - 74,,All,d,Planned,,7,5.5,27.3
20210808,S08000028,,All ages,d,All,d,Planned,,14,15.5,-9.7
20210808,S08000028,,All ages,d,Female,,Planned,,6,7.5,-20
20210808,S08000028,,All ages,d,Male,,Planned,,8,8,0
20210808,S08000029,,15 - 44,,All,d,Planned,,17,21.5,-20.9
20210808,S08000029,,45 - 64,,All,d,Planned,,29,38.5,-24.7
20210808,S08000029,,65 - 74,,All,d,Planned,,26,29.5,-11.9
20210808,S08000029,,75 - 84,,All,d,Planned,,10,24.5,-59.2
20210808,S08000029,,85 and over,,All,d,Planned,,7,11,-36.4
20210808,S08000029,,All ages,d,All,d,Planned,,90,140.5,-35.9
20210808,S08000029,,All ages,d,Female,,Planned,,36,74.5,-51.7
20210808,S08000029,,All ages,d,Male,,Planned,,54,63.5,-15
20210808,S08000030,,Under 5,,All,d,Planned,,7,11.5,-39.1
20210808,S08000030,,5 - 14,,All,d,Planned,,12,11.5,4.3
20210808,S08000030,,15 - 44,,All,d,Planned,,28,57.5,-51.3
20210808,S08000030,,45 - 64,,All,d,Planned,,54,72.5,-25.5
20210808,S08000030,,65 - 74,,All,d,Planned,,42,50,-16
20210808,S08000030,,75 - 84,,All,d,Planned,,28,41,-31.7
20210808,S08000030,,85 and over,,All,d,Planned,,15,13,15.4
20210808,S08000030,,All ages,d,All,d,Planned,,186,257,-27.6
20210808,S08000030,,All ages,d,Female,,Planned,,94,129,-27.1
20210808,S08000030,,All ages,d,Male,,Planned,,92,127.5,-27.8
20210808,S08000031,,Under 5,,All,d,Planned,,69,114,-39.5
20210808,S08000031,,5 - 14,,All,d,Planned,,49,83,-41
20210808,S08000031,,15 - 44,,All,d,Planned,,201,257,-21.8
20210808,S08000031,,45 - 64,,All,d,Planned,,297,384.5,-22.8
20210808,S08000031,,65 - 74,,All,d,Planned,,192,243,-21
20210808,S08000031,,75 - 84,,All,d,Planned,,129,208.5,-38.1
20210808,S08000031,,85 and over,,All,d,Planned,,61,102.5,-40.5
20210808,S08000031,,All ages,d,All,d,Planned,,998,1392.5,-28.3
20210808,S08000031,,All ages,d,Female,,Planned,,490,696.5,-29.6
20210808,S08000031,,All ages,d,Male,,Planned,,508,675,-24.7
20210808,S08000032,,Under 5,,All,d,Planned,,97,95,2.1
20210808,S08000032,,15 - 44,,All,d,Planned,,13,25,-48
20210808,S08000032,,45 - 64,,All,d,Planned,,47,52,-9.6
20210808,S08000032,,65 - 74,,All,d,Planned,,31,37,-16.2
20210808,S08000032,,75 - 84,,All,d,Planned,,11,19.5,-43.6
20210808,S08000032,,85 and over,,All,d,Planned,,8,5,60
20210808,S08000032,,All ages,d,All,d,Planned,,211,235.5,-10.4
20210808,S08000032,,All ages,d,Female,,Planned,,117,90,30
20210808,S08000032,,All ages,d,Male,,Planned,,92,95.5,-3.7
20210808,S92000003,d,Under 5,,All,d,Planned,,224,288.5,-22.4
20210808,S92000003,d,5 - 14,,All,d,Planned,,110,171,-35.7
20210808,S92000003,d,15 - 44,,All,d,Planned,,405,584,-30.7
20210808,S92000003,d,45 - 64,,All,d,Planned,,723,953,-24.1
20210808,S92000003,d,65 - 74,,All,d,Planned,,487,704,-30.8
20210808,S92000003,d,75 - 84,,All,d,Planned,,355,560.5,-36.7
20210808,S92000003,d,85 and over,,All,d,Planned,,148,223,-33.6
20210808,S92000003,d,All ages,d,All,d,Planned,,2452,3484,-29.6
20210808,S92000003,d,All ages,d,Female,,Planned,,1234,1721.5,-28.3
20210808,S92000003,d,All ages,d,Male,,Planned,,1212,1673,-27.6
20210815,S08000015,,Under 5,,All,d,Planned,,11,7,57.1
20210815,S08000015,,45 - 64,,All,d,Planned,,22,26.5,-17
20210815,S08000015,,65 - 74,,All,d,Planned,,16,31,-48.4
20210815,S08000015,,75 - 84,,All,d,Planned,,8,17.5,-54.3
20210815,S08000015,,All ages,d,All,d,Planned,,62,97.5,-36.4
20210815,S08000015,,All ages,d,Female,,Planned,,27,53,-49.1
20210815,S08000015,,All ages,d,Male,,Planned,,35,41,-14.6
20210815,S08000016,,45 - 64,,All,d,Planned,,6,8,-25
20210815,S08000016,,65 - 74,,All,d,Planned,,5,11,-54.5
20210815,S08000016,,75 - 84,,All,d,Planned,,14,13,7.7
20210815,S08000016,,85 and over,,All,d,Planned,,7,5,40
20210815,S08000016,,All ages,d,All,d,Planned,,34,40.5,-16
20210815,S08000016,,All ages,d,Female,,Planned,,20,24,-16.7
20210815,S08000016,,All ages,d,Male,,Planned,,14,16,-12.5
20210815,S08000017,,Under 5,,All,d,Planned,,5,6,-16.7
20210815,S08000017,,45 - 64,,All,d,Planned,,8,15,-46.7
20210815,S08000017,,65 - 74,,All,d,Planned,,6,21,-71.4
20210815,S08000017,,75 - 84,,All,d,Planned,,17,22.5,-24.4
20210815,S08000017,,85 and over,,All,d,Planned,,9,10,-10
20210815,S08000017,,All ages,d,All,d,Planned,,49,84,-41.7
20210815,S08000017,,All ages,d,Female,,Planned,,27,36.5,-26
20210815,S08000017,,All ages,d,Male,,Planned,,22,43.5,-49.4
20210815,S08000019,,Under 5,,All,d,Planned,,25,4,525
20210815,S08000019,,5 - 14,,All,d,Planned,,8,2,300
20210815,S08000019,,15 - 44,,All,d,Planned,,17,40,-57.5
20210815,S08000019,,45 - 64,,All,d,Planned,,21,57.5,-63.5
20210815,S08000019,,65 - 74,,All,d,Planned,,24,40,-40
20210815,S08000019,,75 - 84,,All,d,Planned,,13,33.5,-61.2
20210815,S08000019,,85 and over,,All,d,Planned,,10,26.5,-62.3
20210815,S08000019,,All ages,d,All,d,Planned,,118,203.5,-42
20210815,S08000019,,All ages,d,Female,,Planned,,49,100,-51
20210815,S08000019,,All ages,d,Male,,Planned,,69,102,-32.4
20210815,S08000020,,Under 5,,All,d,Planned,,6,10.5,-42.9
20210815,S08000020,,5 - 14,,All,d,Planned,,12,14,-14.3
20210815,S08000020,,15 - 44,,All,d,Planned,,29,58.5,-50.4
20210815,S08000020,,45 - 64,,All,d,Planned,,59,94,-37.2
20210815,S08000020,,65 - 74,,All,d,Planned,,56,82,-31.7
20210815,S08000020,,75 - 84,,All,d,Planned,,46,55.5,-17.1
20210815,S08000020,,85 and over,,All,d,Planned,,14,15,-6.7
20210815,S08000020,,All ages,d,All,d,Planned,,222,329.5,-32.6
20210815,S08000020,,All ages,d,Female,,Planned,,120,172,-30.2
20210815,S08000020,,All ages,d,Male,,Planned,,102,157,-35
20210815,S08000022,,Under 5,,All,d,Planned,,7,6,16.7
20210815,S08000022,,15 - 44,,All,d,Planned,,15,16,-6.2
20210815,S08000022,,45 - 64,,All,d,Planned,,27,46,-41.3
20210815,S08000022,,65 - 74,,All,d,Planned,,23,49.5,-53.5
20210815,S08000022,,75 - 84,,All,d,Planned,,39,38,2.6
20210815,S08000022,,85 and over,,All,d,Planned,,16,12.5,28
20210815,S08000022,,All ages,d,All,d,Planned,,129,173.5,-25.6
20210815,S08000022,,All ages,d,Female,,Planned,,58,92,-37
20210815,S08000022,,All ages,d,Male,,Planned,,69,77.5,-11
20210815,S08000024,,Under 5,,All,d,Planned,,21,21,0
